Provincia,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
CATAMARCA,False,False,False,False,False,False,False,False,False
CATAMARCA,False,False,False,False,False,False,False,True,False
CATAMARCA,False,False,False,False,False,False,True,False,False
CATAMARCA,False,False,False,True,False,False,True,False,False
CATAMARCA,False,False,False,True,False,False,False,True,False
CATAMARCA,False,False,False,True,False,False,False,False,False
CATAMARCA,False,False,False,False,True,False,True,False,True
CATAMARCA,False,False,False,False,False,False,False,False,False
CATAMARCA,False,False,False,False,False,False,True,False,False
CATAMARCA,False,False,False,False,False,False,False,False,False
CATAMARCA,False,False,False,False,False,False,True,False,False
CATAMARCA,False,False,False,False,True,True,True,True,True
CATAMARCA,False,False,False,False,False,False,False,False,False
CATAMARCA,False,False,False,False,False,False,True,False,False
CATAMARCA,False,False,False,False,False,False,False,False,True
CATAMARCA,False,False,False,False,True,False,True,False,False
CATAMARCA,False,False,False,False,True,False,True,False,True
CATAMARCA,False,False,False,False,False,False,True,False,False
CORDOBA,False,False,False,False,True,True,False,True,False
