Año,Trimestre,Provincia,512kbps,512kbps-1mbps,1mbps-6mbps,6mbps-10mbps,10mbps-20mbps,20mbps-30mbps,30mbps,Mbps
2016,1,Buenos Aires,7.351,97.88,2.214.760,289.929,247.372,8.315,9.529,499.0
2016,1,Capital Federal,2.31,43.686,869.048,178.665,192.644,6.577,10.838,605.0
2016,1,Catamarca,15.0,6.102,14.653,4.241,1.334,42.0,1,420.0
2016,1,Chaco,194.0,8.755,46.304,19.388,10.587,1.238,184,599.0
2016,1,Chubut,94.0,5.095,72.396,1.066,0.0,0.0,0,338.0
2016,1,Córdoba,148.0,59.484,414.452,65.763,66.455,4.143,1.039,516.0
2016,1,Corrientes,29.0,10.69,47.833,18.375,7.911,526.0,170,537.0
2016,1,Entre Ríos,2.864,17.749,104.137,35.104,14.057,457.0,165,508.0
2016,1,Formosa,1.738,5.731,14.163,3.229,2.906,544.0,5,487.0
2016,1,Jujuy,2.543,8.558,22.383,5.188,1.623,0.0,0,377.0
2016,1,La Pampa,426.0,11.065,52.117,15.0,78.0,71.0,11,305.0
2016,1,La Rioja,10.0,3.382,9.060,2.98,1.254,2.0,3,462.0
2016,1,Mendoza,235.0,21.0,175.376,47.0,43.0,5.0,17,350.0
2016,1,Misiones,959.0,8.502,50.061,19.195,13.363,779.0,68,600.0
2016,1,Neuquén,1.72,1.737,86.310,479.0,7.893,143.0,171,442.0
2016,1,Río Negro,1.171,6.105,90.038,203.0,4.246,77.0,81,383.0
2016,1,Salta,1.119,10.765,65.646,17.748,6.643,119.0,31,474.0
2016,1,San Juan,9.0,309.0,56.447,0.0,0.0,0.0,2,349.0
2016,1,San Luis,8.0,4.0,13.645,0.0,0.0,1.0,2,350.0
2016,1,Santa Cruz,168.0,29.0,32.188,8.0,0.0,0.0,0,348.0
2016,1,Santa Fe,6.492,71.565,353.525,64.117,51.293,3.754,1.063,490.0
2016,1,Santiago Del Estero,703.0,7.219,22.805,5.769,1.898,0.0,0,417.0
2016,1,Tierra Del Fuego,16.0,285.0,33.003,0.0,0.0,0.0,0,348.0
2016,1,Tucumán,106.0,20.092,84.008,31.49,10.046,871.0,0,500.0
2015,4,Buenos Aires,7.985,100.303,2.253.197,274.56,240.188,3.835,8.180,488.0
2015,4,Capital Federal,2.417,46.568,916.813,172.029,198.635,3.087,10.899,593.0
2015,4,Catamarca,15.0,6.513,14.484,4.106,1.313,39.0,1,412.0
2015,4,Chaco,194.0,9.593,46.771,18.608,10.092,1.136,159,583.0
2015,4,Chubut,625.0,5.774,71.881,168.0,0.0,0.0,0,328.0
2015,4,Córdoba,148.0,63.746,427.471,62.989,67.151,3.336,1.088,507.0
2015,4,Corrientes,29.0,11.248,48.104,17.877,7.569,456.0,150,526.0
2015,4,Entre Ríos,2.865,18.883,104.224,33.989,13.668,399.0,163,501.0
2015,4,Formosa,1.791,6.081,14.279,2.704,2.713,519.0,4,466.0
2015,4,Jujuy,2.551,8.876,21.867,5.044,1.587,0.0,0,372.0
2015,4,La Pampa,592.0,12.951,48.798,16.0,63.0,49.0,10,294.0
2015,4,La Rioja,10.0,3.638,9.127,2.937,1.215,2.0,3,452.0
2015,4,Mendoza,241.0,23.0,174.719,38.0,41.0,5.0,13,350.0
2015,4,Misiones,959.0,9.169,51.029,17.281,13.69,675.0,52,590.0
2015,4,Neuquén,1.727,2.061,89.678,455.0,7.934,9.0,175,436.0
2015,4,Río Negro,3.282,4.473,89.062,201.0,4.024,5.0,75,377.0
2015,4,Salta,1.122,11.387,65.677,17.139,6.507,99.0,5,467.0
2015,4,San Juan,9.0,386.0,55.761,0.0,0.0,0.0,2,348.0
2015,4,San Luis,8.0,4.0,13.473,0.0,0.0,1.0,2,350.0
2015,4,Santa Cruz,188.0,26.0,32.338,3.0,0.0,0.0,0,348.0
2015,4,Santa Fe,6.659,75.77,361.264,60.985,51.258,3.079,1.189,481.0
2015,4,Santiago Del Estero,703.0,7.836,23.074,5.669,1.856,0.0,0,409.0
2015,4,Tierra Del Fuego,16.0,285.0,32.662,0.0,0.0,0.0,0,347.0
2015,4,Tucumán,107.0,21.8,83.887,29.942,9.507,837.0,0,488.0
2015,3,Buenos Aires,8.361,107.351,2.266.948,262.564,200.491,2.642,7.720,470.0
2015,3,Capital Federal,2.448,49.34,942.525,159.618,175.594,2.028,10.022,566.0
2015,3,Catamarca,15.0,6.871,14.206,4.143,812.0,43.0,1,388.0
2015,3,Chaco,240.0,10.353,47.131,19.016,7.498,979.0,157,547.0
2015,3,Chubut,641.0,5.886,71.668,167.0,0.0,0.0,0,328.0
2015,3,Córdoba,150.0,68.765,429.787,61.109,59.372,2.582,1.048,487.0
2015,3,Corrientes,33.0,11.921,48.127,18.168,6.111,453.0,146,506.0
2015,3,Entre Ríos,2.863,20.385,103.990,34.788,9.924,384.0,153,477.0
2015,3,Formosa,1.862,6.521,14.354,2.791,1.842,379.0,2,417.0
2015,3,Jujuy,2.549,9.278,21.588,5.169,966.0,0.0,0,353.0
2015,3,La Pampa,613.0,13.087,47.660,9.0,55.0,39.0,10,291.0
2015,3,La Rioja,10.0,3.84,9.102,2.984,832.0,0.0,3,425.0
2015,3,Mendoza,256.0,25.0,173.430,45.0,18.0,5.0,13,350.0
2015,3,Misiones,958.0,9.809,51.234,17.367,11.654,559.0,43,563.0
2015,3,Neuquén,1.733,2.124,85.044,210.0,6.599,2.0,155,423.0
2015,3,Río Negro,3.372,4.457,88.691,99.0,3.826,1.0,62,374.0
2015,3,Salta,1.126,12.223,65.405,17.451,4.318,61.0,5,442.0
2015,3,San Juan,9.0,391.0,54.963,0.0,0.0,0.0,2,348.0
2015,3,San Luis,9.0,4.0,13.286,0.0,0.0,1.0,2,350.0
2015,3,Santa Cruz,190.0,25.0,32.266,2.0,0.0,0.0,0,348.0
2015,3,Santa Fe,6.767,80.817,363.177,59.531,42.021,2.32,1.133,456.0
2015,3,Santiago Del Estero,703.0,8.332,23.158,5.956,1.249,0.0,0,391.0
2015,3,Tierra Del Fuego,15.0,285.0,36.408,2.0,0.0,0.0,0,348.0
2015,3,Tucumán,107.0,23.687,83.654,29.998,6.232,623.0,0,457.0
2015,2,Buenos Aires,8.714,137.189,2.299.705,243.503,159.922,2.01,6.712,446.0
2015,2,Capital Federal,2.493,51.799,990.112,148.569,142.976,1.482,9.258,531.0
2015,2,Catamarca,15.0,7.253,14.003,3.776,593.0,37.0,1,368.0
2015,2,Chaco,288.0,11.058,47.551,17.675,6.337,788.0,149,519.0
2015,2,Chubut,656.0,6.032,55.791,168.0,0.0,0.0,0,322.0
2015,2,Córdoba,156.0,72.695,434.717,54.993,46.415,1.956,903,456.0
2015,2,Corrientes,34.0,12.542,48.015,17.184,5.039,379.0,126,485.0
2015,2,Entre Ríos,2.864,21.986,104.043,32.293,7.867,354.0,136,455.0
2015,2,Formosa,1.881,6.907,14.247,2.436,1.324,257.0,1,376.0
2015,2,Jujuy,2.479,9.474,20.248,4.792,730.0,0.0,0,341.0
2015,2,La Pampa,5.737,8.182,46.235,27.0,24.0,25.0,10,286.0
2015,2,La Rioja,10.0,4.082,9.093,2.68,641.0,0.0,3,400.0
2015,2,Mendoza,268.0,26.0,170.451,42.0,16.0,5.0,13,350.0
2015,2,Misiones,958.0,10.36,51.671,15.022,10.072,408.0,33,533.0
2015,2,Neuquén,1.755,2.348,82.727,214.0,5.168,2.0,110,406.0
2015,2,Río Negro,3.413,4.525,87.362,97.0,3.24,1.0,51,367.0
2015,2,Salta,1.123,13.02,64.737,16.241,3.114,29.0,5,422.0
2015,2,San Juan,8.0,410.0,51.568,0.0,0.0,0.0,2,348.0
2015,2,San Luis,9.0,4.0,13.204,0.0,0.0,1.0,2,350.0
2015,2,Santa Cruz,210.0,25.0,25.519,2.0,0.0,0.0,0,347.0
2015,2,Santa Fe,6.827,86.016,364.441,53.205,33.894,1.856,1.014,430.0
2015,2,Santiago Del Estero,703.0,8.779,23.456,5.553,888.0,0.0,0,373.0
2015,2,Tierra Del Fuego,15.0,285.0,36.073,2.0,0.0,0.0,0,348.0
2015,2,Tucumán,107.0,25.178,83.462,26.966,4.502,455.0,0,431.0
2015,1,Buenos Aires,8.882,123.589,2.267.852,220.07,126.958,1.561,5.700,432.0
2015,1,Capital Federal,2.545,59.084,1.013.510,134.151,114.569,1.195,8.401,500.0
2015,1,Catamarca,13.0,7.634,13.754,3.202,517.0,9.0,1,348.0
2015,1,Chaco,26.0,12.053,47.425,15.883,5.346,489.0,135,490.0
2015,1,Chubut,651.0,6.176,57.333,102.0,0.0,0.0,0,321.0
2015,1,Córdoba,157.0,78.427,432.802,46.574,37.443,1.615,815,430.0
2015,1,Corrientes,36.0,13.295,47.842,15.554,4.424,235.0,98,463.0
2015,1,Entre Ríos,2.867,23.951,104.168,28.113,6.926,274.0,119,435.0
2015,1,Formosa,1.891,7.336,14.413,2.024,878.0,157.0,1,338.0
2015,1,Jujuy,2.458,9.754,19.858,3.939,603.0,0.0,0,324.0
2015,1,La Pampa,6.059,8.054,45.038,26.0,10.0,13.0,10,283.0
2015,1,La Rioja,11.0,4.201,9.379,2.207,533.0,0.0,3,378.0
2015,1,Mendoza,287.0,24.0,169.763,38.0,16.0,6.0,11,350.0
2015,1,Misiones,958.0,11.136,51.906,12.387,8.543,194.0,26,497.0
2015,1,Neuquén,1.895,2.577,80.787,170.0,4.067,2.0,76,391.0
2015,1,Río Negro,3.371,4.913,86.173,94.0,2.632,2.0,42,359.0
2015,1,Salta,1.123,14.151,64.992,13.955,2.569,15.0,5,402.0
2015,1,San Juan,8.0,445.0,51.346,0.0,0.0,0.0,2,348.0
2015,1,San Luis,10.0,8.0,12.720,0.0,1.0,0.0,2,350.0
2015,1,Santa Cruz,205.0,27.0,26.048,2.0,0.0,0.0,0,347.0
2015,1,Santa Fe,6.883,93.096,360.964,45.27,27.597,1.542,900,406.0
2015,1,Santiago Del Estero,701.0,9.236,23.136,4.796,748.0,0.0,0,357.0
2015,1,Tierra Del Fuego,14.0,609.0,36.319,2.0,0.0,0.0,0,345.0
2015,1,Tucumán,107.0,27.143,83.895,23.061,3.722,334.0,0,407.0
2014,4,Buenos Aires,8.226,132.937,2.250.445,203.62,104.322,997.0,5.406,420.0
2014,4,Capital Federal,2.698,62.896,1.038.269,123.451,95.772,890.0,7.997,478.0
2014,4,Catamarca,21.0,8.047,14.093,2.91,421.0,0.0,1,334.0
2014,4,Chaco,483.0,12.837,42.106,7.908,2.6,124.0,2,398.0
2014,4,Chubut,1.858,6.218,60.392,70.0,0.0,0.0,0,317.0
2014,4,Córdoba,1.903,85.362,427.844,41.947,30.858,1.177,782,409.0
2014,4,Corrientes,40.0,13.86,42.182,7.513,2.106,0.0,9,381.0
2014,4,Entre Ríos,2.311,27.801,88.649,18.318,3.584,1.0,66,380.0
2014,4,Formosa,1.947,7.83,14.058,1.852,473.0,47.0,1,302.0
2014,4,Jujuy,1.88,10.427,19.740,3.443,465.0,0.0,0,313.0
2014,4,La Pampa,6.266,6.879,36.520,26.0,5.0,4.0,10,275.0
2014,4,La Rioja,9.0,4.333,9.728,1.943,386.0,0.0,3,358.0
2014,4,Mendoza,303.0,19.0,169.222,36.0,14.0,5.0,12,350.0
2014,4,Misiones,547.0,11.84,53.093,8.731,2.952,54.0,12,403.0
2014,4,Neuquén,1.731,2.744,80.938,126.0,3.621,2.0,66,385.0
2014,4,Río Negro,3.64,4.723,85.094,94.0,2.319,4.0,30,354.0
2014,4,Salta,54.0,16.214,63.221,12.552,1.922,0.0,4,386.0
2014,4,San Juan,11.0,478.0,51.628,0.0,0.0,0.0,2,348.0
2014,4,San Luis,9.0,0.0,13.135,0.0,0.0,1.0,2,350.0
2014,4,Santa Cruz,156.0,1.4,24.145,1.0,1.0,0.0,0,333.0
2014,4,Santa Fe,8.707,99.962,359.293,36.718,21.098,869.0,824,378.0
2014,4,Santiago Del Estero,1.246,8.913,24.181,4.359,602.0,0.0,0,346.0
2014,4,Tierra Del Fuego,12.0,283.0,31.489,2.0,0.0,0.0,0,347.0
2014,4,Tucumán,17.0,28.746,85.091,20.631,2.733,196.0,0,386.0
2014,3,Buenos Aires,7.355,128.187,2.281.524,156.693,68.947,243.0,4.232,397.0
2014,3,Capital Federal,840.0,78.016,1.060.145,102.17,70.907,95.0,6.626,444.0
2014,3,Catamarca,19.0,8.845,13.790,1.915,111.0,0.0,0,292.0
2014,3,Chaco,398.0,14.731,41.934,5.428,1.274,5.0,0,346.0
2014,3,Chubut,2.013,6.281,60.771,34.0,0.0,0.0,0,317.0
2014,3,Córdoba,660.0,98.992,435.692,28.992,18.888,84.0,664,366.0
2014,3,Corrientes,21.0,15.448,41.717,5.181,1.172,0.0,0,341.0
2014,3,Entre Ríos,1.709,29.71,91.450,12.569,1.31,0.0,48,340.0
2014,3,Formosa,2.001,8.323,14.202,1.324,85.0,0.0,0,266.0
2014,3,Jujuy,127.0,10.979,20.216,2.305,82.0,0.0,0,293.0
2014,3,La Pampa,6.458,6.645,41.009,24.0,5.0,4.0,10,282.0
2014,3,La Rioja,10.0,4.785,9.720,1.337,61.0,0.0,0,310.0
2014,3,Mendoza,35.0,0.0,167.763,31.0,12.0,13.0,1,350.0
2014,3,Misiones,640.0,13.637,53.510,5.928,1.606,0.0,1,358.0
2014,3,Neuquén,1.522,3.099,80.090,107.0,2.865,10.0,27,374.0
2014,3,Río Negro,3.64,5.189,86.868,87.0,1.944,8.0,9,348.0
2014,3,Salta,732.0,17.481,66.026,8.314,388.0,0.0,0,341.0
2014,3,San Juan,8.0,487.0,51.276,0.0,0.0,0.0,0,347.0
2014,3,San Luis,8.0,0.0,13.029,0.0,0.0,3.0,0,350.0
2014,3,Santa Cruz,195.0,1.624,24.248,1.0,1.0,0.0,0,331.0
2014,3,Santa Fe,8.23,112.593,357.615,23.962,12.124,38.0,806,338.0
2014,3,Santiago Del Estero,791.0,9.914,23.826,2.867,142.0,0.0,0,310.0
2014,3,Tierra Del Fuego,12.0,336.0,32.348,2.0,0.0,0.0,0,347.0
2014,3,Tucumán,6.0,32.716,84.668,14.101,559.0,4.0,0,335.0
2014,2,Buenos Aires,6.902,162.274,2.288.772,140.226,56.549,284.0,4.309,385.0
2014,2,Capital Federal,847.0,81.431,1.078.213,87.359,56.004,59.0,6.427,425.0
2014,2,Catamarca,19.0,8.844,13.794,1.915,111.0,0.0,0,292.0
2014,2,Chaco,412.0,14.854,41.530,5.418,1.085,5.0,0,342.0
2014,2,Chubut,2.064,6.582,61.868,0.0,0.0,0.0,0,316.0
2014,2,Córdoba,2.105,101.598,429.536,28.698,14.824,76.0,627,356.0
2014,2,Corrientes,20.0,15.563,41.219,5.199,956.0,0.0,0,337.0
2014,2,Entre Ríos,2.187,32.781,86.757,12.564,1.162,0.0,44,331.0
2014,2,Formosa,2.032,8.218,13.944,1.321,85.0,0.0,0,265.0
2014,2,Jujuy,1.873,11.233,18.851,2.305,82.0,0.0,0,277.0
2014,2,La Pampa,7.032,6.761,34.089,18.0,5.0,4.0,10,268.0
2014,2,La Rioja,10.0,4.785,9.719,1.337,61.0,0.0,0,310.0
2014,2,Mendoza,35.0,6.0,166.710,31.0,10.0,5.0,10,350.0
2014,2,Misiones,540.0,13.644,53.245,5.924,1.334,2.0,0,354.0
2014,2,Neuquén,1.531,3.206,79.087,92.0,2.289,2.0,30,366.0
2014,2,Río Negro,3.468,5.507,84.978,78.0,1.569,2.0,8,343.0
2014,2,Salta,53.0,18.818,64.440,8.293,388.0,0.0,0,339.0
2014,2,San Juan,10.0,507.0,51.129,0.0,0.0,0.0,0,347.0
2014,2,San Luis,7.0,0.0,13.045,0.0,0.0,1.0,2,350.0
2014,2,Santa Cruz,153.0,1.637,25.374,2.0,0.0,0.0,0,332.0
2014,2,Santa Fe,8.515,115.197,353.559,23.939,10.058,34.0,792,331.0
2014,2,Santiago Del Estero,1.231,9.914,23.842,2.867,142.0,0.0,0,307.0
2014,2,Tierra Del Fuego,12.0,334.0,31.198,2.0,0.0,0.0,0,347.0
2014,2,Tucumán,6.0,32.714,84.675,14.101,559.0,4.0,0,335.0
2014,1,Buenos Aires,8.469,171.244,2.279.875,121.787,38.923,206.0,4.037,373.0
2014,1,Capital Federal,852.0,88.826,1.096.050,70.293,38.798,55.0,6.208,402.0
2014,1,Catamarca,19.0,9.147,13.330,1.672,64.0,0.0,0,280.0
2014,1,Chaco,438.0,15.849,40.869,4.644,741.0,5.0,0,326.0
2014,1,Chubut,7.452,10.0,61.329,0.0,0.0,0.0,0,318.0
2014,1,Córdoba,2.076,107.705,423.114,24.112,9.818,40.0,588,339.0
2014,1,Corrientes,20.0,16.357,40.742,4.486,630.0,0.0,0,322.0
2014,1,Entre Ríos,2.177,35.206,85.248,10.828,746.0,0.0,43,317.0
2014,1,Formosa,2.062,8.475,13.685,1.133,67.0,0.0,0,257.0
2014,1,Jujuy,1.832,11.498,18.415,2.002,56.0,0.0,0,269.0
2014,1,La Pampa,7.434,6.535,32.501,17.0,5.0,4.0,10,265.0
2014,1,La Rioja,10.0,5.111,9.390,1.165,35.0,0.0,0,296.0
2014,1,Mendoza,35.0,6.0,166.655,19.0,10.0,6.0,9,350.0
2014,1,Misiones,545.0,14.46,52.852,5.139,958.0,0.0,0,340.0
2014,1,Neuquén,4.133,987.0,77.148,84.0,1.582,2.0,22,355.0
2014,1,Río Negro,4.67,4.618,84.304,73.0,1.062,1.0,8,335.0
2014,1,Salta,53.0,19.677,64.061,7.192,314.0,0.0,0,330.0
2014,1,San Juan,531.0,2.0,51.056,0.0,0.0,0.0,0,347.0
2014,1,San Luis,7.0,3.0,12.544,0.0,1.0,0.0,2,350.0
2014,1,Santa Cruz,161.0,1.625,24.972,1.0,1.0,0.0,0,332.0
2014,1,Santa Fe,8.456,124.468,345.225,20.328,6.845,23.0,668,315.0
2014,1,Santiago Del Estero,1.234,10.531,22.817,2.422,109.0,0.0,0,295.0
2014,1,Tierra Del Fuego,12.0,607.0,30.902,6.0,0.0,0.0,0,345.0
2014,1,Tucumán,6.0,34.672,83.210,11.779,362.0,3.0,0,321.0
