Año,Trimestre,Provincia,accesos_%home_prov,TrimestreAbs,Banda ancha fija,Dial up
2017,2,JUJUY,22.4,14,43,1.0
2017,2,LA PAMPA,63.49,14,73,449.0
2017,2,LA RIOJA,16.2,14,16,18.0
2017,2,MENDOZA,31.76,14,169,1.0
2017,2,MISIONES,30.09,14,100,0.0
2017,2,NEUQUÉN,61.91,14,115,2.0
2017,2,RÍO NEGRO,46.02,14,101,998.0
2017,2,SALTA,32.74,14,109,1.0
2017,2,SAN JUAN,26.96,14,51,620.0
2017,2,SAN LUIS,9.51,14,13,315.0
2017,2,SANTA CRUZ,26.25,14,26,369.0
2017,2,SANTA FE,52.27,14,567,362.0
2017,2,SANTIAGO DEL ESTERO,14.12,14,33,2.0
2017,2,TIERRA DEL FUEGO,68.46,14,32,619.0
2017,2,TUCUMÁN,38.19,14,154,37.0
2017,1,BUENOS AIRES,58.57,13,3,11.0
2017,1,CAPITAL FEDERAL,108.37,13,1,8.0
2017,1,CATAMARCA,25.66,13,26,13.0
2017,1,CHACO,28.62,13,89,14.0
2017,1,CHUBUT,35.66,13,62,2.0
2017,1,CÓRDOBA,57.65,13,641,133.0
2017,1,CORRIENTES,30.94,13,89,12.0
2017,1,ENTRE RÍOS,44.91,13,180,57.0
2017,1,FORMOSA,19.84,13,30,0.0
2017,1,JUJUY,22.76,13,43,1.0
2017,1,LA PAMPA,62.67,13,71,455.0
2017,1,LA RIOJA,16.2,13,16,18.0
2017,1,MENDOZA,31.84,13,169,1.0
2017,1,MISIONES,29.52,13,98,0.0
2017,1,NEUQUÉN,61.02,13,113,2.0
2017,1,RÍO NEGRO,46.03,13,100,1.0
2017,1,SALTA,32.58,13,108,1.0
2017,1,SAN JUAN,27.04,13,51,620.0
2017,1,SAN LUIS,9.55,13,13,315.0
2017,1,SANTA CRUZ,26.52,13,26,370.0
2017,1,SANTA FE,51.97,13,563,362.0
2017,1,SANTIAGO DEL ESTERO,14.7,13,34,2.0
2017,1,TIERRA DEL FUEGO,68.92,13,32,619.0
2017,1,TUCUMÁN,37.9,13,153,37.0
2016,4,BUENOS AIRES,61.24,12,3,11.0
2016,4,CAPITAL FEDERAL,120.63,12,1,8.0
2016,4,CATAMARCA,26.54,12,27,13.0
2016,4,CHACO,28.79,12,89,14.0
2016,4,CHUBUT,36.07,12,62,2.0
2016,4,CÓRDOBA,57.7,12,636,133.0
2016,4,CORRIENTES,30.98,12,88,12.0
2016,4,ENTRE RÍOS,45.21,12,180,57.0
2016,4,FORMOSA,19.85,12,30,0.0
2016,4,JUJUY,22.65,12,43,1.0
2016,4,LA PAMPA,63.02,12,71,460.0
2016,4,LA RIOJA,16.46,12,16,18.0
2016,4,MENDOZA,32.11,12,169,1.0
2016,4,MISIONES,29.72,12,97,0.0
2016,4,NEUQUÉN,60.87,12,112,2.0
2016,4,RÍO NEGRO,46.39,12,100,1.0
2016,4,SALTA,32.69,12,107,1.0
2016,4,SAN JUAN,27.29,12,51,620.0
2016,4,SAN LUIS,9.64,12,13,315.0
2016,4,SANTA CRUZ,27.05,12,26,370.0
2016,4,SANTA FE,52.19,12,561,362.0
2016,4,SANTIAGO DEL ESTERO,15.07,12,35,2.0
2016,4,TIERRA DEL FUEGO,70.31,12,32,619.0
2016,4,TUCUMÁN,37.98,12,152,37.0
2016,3,BUENOS AIRES,60.14,11,3,11.0
2016,3,CAPITAL FEDERAL,120.77,11,1,8.0
2016,3,CATAMARCA,26.48,11,27,13.0
2016,3,CHACO,28.91,11,89,14.0
2016,3,CHUBUT,36.18,11,62,2.0
2016,3,CÓRDOBA,58.24,11,642,133.0
2016,3,CORRIENTES,31.07,11,88,12.0
2016,3,ENTRE RÍOS,45.44,11,181,57.0
2016,3,FORMOSA,18.64,11,28,0.0
2016,3,JUJUY,22.61,11,43,1.0
2016,3,LA PAMPA,61.73,11,70,461.0
2016,3,LA RIOJA,17.07,11,17,18.0
2016,3,MENDOZA,32.09,11,169,1.0
2016,3,MISIONES,29.91,11,98,0.0
2016,3,NEUQUÉN,60.21,11,110,2.0
2016,3,RÍO NEGRO,46.39,11,100,1.0
2016,3,SALTA,32.96,11,108,1.0
2016,3,SAN JUAN,27.32,11,51,620.0
2016,3,SAN LUIS,9.63,11,13,315.0
2016,3,SANTA CRUZ,26.84,11,26,371.0
2016,3,SANTA FE,52.67,11,567,386.0
2016,3,SANTIAGO DEL ESTERO,15.33,11,36,2.0
2016,3,TIERRA DEL FUEGO,68.94,11,31,619.0
2016,3,TUCUMÁN,37.9,11,151,37.0
2016,2,BUENOS AIRES,59.34,10,3,13.0
2016,2,CAPITAL FEDERAL,120.04,10,1,10.0
2016,2,CATAMARCA,26.07,10,27,13.0
2016,2,CHACO,28.59,10,88,16.0
2016,2,CHUBUT,36.12,10,62,2.0
2016,2,CÓRDOBA,57.55,10,635,234.0
2016,2,CORRIENTES,30.58,10,87,24.0
2016,2,ENTRE RÍOS,44.74,10,178,179.0
2016,2,FORMOSA,19.37,10,29,1.0
2016,2,JUJUY,21.89,10,41,2.0
2016,2,LA PAMPA,60.44,10,68,485.0
2016,2,LA RIOJA,16.88,10,17,18.0
2016,2,MENDOZA,32.13,10,169,2.0
2016,2,MISIONES,29.24,10,96,7.0
2016,2,NEUQUÉN,59.1,10,108,2.0
2016,2,RÍO NEGRO,46.24,10,100,1.0
2016,2,SALTA,32.08,10,105,3.0
2016,2,SAN JUAN,27.34,10,51,621.0
2016,2,SAN LUIS,9.6,10,13,317.0
2016,2,SANTA CRUZ,26.73,10,26,356.0
2016,2,SANTA FE,52.44,10,564,607.0
2016,2,SANTIAGO DEL ESTERO,15.89,10,37,3.0
2016,2,TIERRA DEL FUEGO,67.72,10,31,619.0
2016,2,TUCUMÁN,37.24,10,149,41.0
2016,1,BUENOS AIRES,57.34,9,3,13.0
2016,1,CAPITAL FEDERAL,115.16,9,1,10.0
2016,1,CATAMARCA,25.91,9,26,13.0
2016,1,CHACO,28.08,9,87,16.0
2016,1,CHUBUT,36.09,9,62,2.0
2016,1,CÓRDOBA,55.28,9,610,234.0
2016,1,CORRIENTES,30.08,9,86,26.0
2016,1,ENTRE RÍOS,43.85,9,175,179.0
2016,1,FORMOSA,19.04,9,28,1.0
2016,1,JUJUY,21.41,9,40,2.0
2016,1,LA PAMPA,57.84,9,65,487.0
2016,1,LA RIOJA,16.83,9,17,18.0
2016,1,MENDOZA,32.12,9,169,2.0
2016,1,MISIONES,28.37,9,93,7.0
2016,1,NEUQUÉN,55.75,9,102,2.0
2016,1,RÍO NEGRO,45.84,9,99,1.0
2016,1,SALTA,31.32,9,102,3.0
2016,1,SAN JUAN,27.33,9,51,621.0
2016,1,SAN LUIS,9.59,9,13,317.0
2016,1,SANTA CRUZ,26.87,9,26,356.0
2016,1,SANTA FE,51.28,9,551,618.0
2016,1,SANTIAGO DEL ESTERO,16.21,9,38,3.0
2016,1,TIERRA DEL FUEGO,65.83,9,30,619.0
2016,1,TUCUMÁN,36.72,9,147,41.0
2015,4,BUENOS AIRES,58.29,8,3,13.0
2015,4,CAPITAL FEDERAL,118.13,8,1,10.0
2015,4,CATAMARCA,26.24,8,26,13.0
2015,4,CHACO,28.35,8,87,16.0
2015,4,CHUBUT,36.89,8,62,2.0
2015,4,CÓRDOBA,57.36,8,626,235.0
2015,4,CORRIENTES,30.34,8,85,26.0
2015,4,ENTRE RÍOS,44.11,8,174,180.0
2015,4,FORMOSA,19.07,8,28,1.0
2015,4,JUJUY,21.47,8,40,2.0
2015,4,LA PAMPA,58.76,8,66,312.0
2015,4,LA RIOJA,17.32,8,17,18.0
2015,4,MENDOZA,32.49,8,169,2.0
2015,4,MISIONES,28.69,8,93,7.0
2015,4,NEUQUÉN,58.29,8,105,2.0
2015,4,RÍO NEGRO,46.44,8,99,1.0
2015,4,SALTA,31.59,8,102,3.0
2015,4,SAN JUAN,27.66,8,51,621.0
2015,4,SAN LUIS,9.71,8,13,317.0
2015,4,SANTA CRUZ,27.74,8,26,356.0
2015,4,SANTA FE,52.61,8,561,627.0
2015,4,SANTIAGO DEL ESTERO,17.0,8,39,3.0
2015,4,TIERRA DEL FUEGO,66.46,8,29,619.0
2015,4,TUCUMÁN,37.06,8,146,42.0
2015,3,BUENOS AIRES,57.69,7,3,13.0
2015,3,CAPITAL FEDERAL,118.29,7,1,10.0
2015,3,CATAMARCA,25.86,7,26,13.0
2015,3,CHACO,27.96,7,85,16.0
2015,3,CHUBUT,36.81,7,62,2.0
2015,3,CÓRDOBA,57.08,7,623,237.0
2015,3,CORRIENTES,30.17,7,85,28.0
2015,3,ENTRE RÍOS,43.68,7,172,182.0
2015,3,FORMOSA,18.84,7,28,1.0
2015,3,JUJUY,21.27,7,40,2.0
2015,3,LA PAMPA,57.96,7,65,495.0
2015,3,LA RIOJA,17.15,7,17,18.0
2015,3,MENDOZA,32.49,7,169,2.0
2015,3,MISIONES,28.31,7,92,7.0
2015,3,NEUQUÉN,54.6,7,98,2.0
2015,3,RÍO NEGRO,46.39,7,99,1.0
2015,3,SALTA,31.18,7,101,3.0
2015,3,SAN JUAN,27.67,7,51,621.0
2015,3,SAN LUIS,9.71,7,13,317.0
2015,3,SANTA CRUZ,27.61,7,26,359.0
2015,3,SANTA FE,52.15,7,556,641.0
2015,3,SANTIAGO DEL ESTERO,17.12,7,39,3.0
2015,3,TIERRA DEL FUEGO,74.86,7,33,619.0
2015,3,TUCUMÁN,36.61,7,144,42.0
2015,2,BUENOS AIRES,56.8,6,3,13.0
2015,2,CAPITAL FEDERAL,116.07,6,1,10.0
2015,2,CATAMARCA,25.45,6,26,13.0
2015,2,CHACO,27.46,6,84,16.0
2015,2,CHUBUT,36.58,6,62,2.0
2015,2,CÓRDOBA,55.87,6,610,236.0
2015,2,CORRIENTES,29.58,6,83,28.0
2015,2,ENTRE RÍOS,42.93,6,169,183.0
2015,2,FORMOSA,18.36,6,27,37.0
2015,2,JUJUY,20.29,6,38,2.0
2015,2,LA PAMPA,56.71,6,64,500.0
2015,2,LA RIOJA,16.88,6,16,18.0
2015,2,MENDOZA,32.49,6,169,2.0
2015,2,MISIONES,27.35,6,89,7.0
2015,2,NEUQUÉN,53.12,6,96,2.0
2015,2,RÍO NEGRO,45.98,6,98,1.0
2015,2,SALTA,30.46,6,98,3.0
2015,2,SAN JUAN,27.64,6,51,621.0
2015,2,SAN LUIS,9.71,6,13,317.0
2015,2,SANTA CRUZ,27.07,6,25,379.0
2015,2,SANTA FE,51.18,6,546,649.0
2015,2,SANTIAGO DEL ESTERO,17.11,6,39,3.0
2015,2,TIERRA DEL FUEGO,74.51,6,33,619.0
2015,2,TUCUMÁN,35.69,6,141,42.0
2015,1,BUENOS AIRES,56.37,5,3,15.0
2015,1,CAPITAL FEDERAL,114.9,5,1,12.0
2015,1,CATAMARCA,25.11,5,25,20.0
2015,1,CHACO,26.65,5,81,31.0
2015,1,CHUBUT,37.61,5,63,2.0
2015,1,CÓRDOBA,54.7,5,597,294.0
2015,1,CORRIENTES,28.95,5,81,43.0
2015,1,ENTRE RÍOS,42.07,5,166,231.0
2015,1,FORMOSA,18.12,5,27,43.0
2015,1,JUJUY,19.69,5,37,3.0
2015,1,LA PAMPA,55.51,5,62,542.0
2015,1,LA RIOJA,16.7,5,16,23.0
2015,1,MENDOZA,32.37,5,168,2.0
2015,1,MISIONES,26.31,5,85,7.0
2015,1,NEUQUÉN,51.95,5,93,2.0
2015,1,RÍO NEGRO,45.33,5,96,1.0
2015,1,SALTA,30.01,5,97,18.0
2015,1,SAN JUAN,27.55,5,51,702.0
2015,1,SAN LUIS,9.72,5,13,354.0
2015,1,SANTA CRUZ,27.99,5,26,424.0
2015,1,SANTA FE,50.24,5,536,797.0
2015,1,SANTIAGO DEL ESTERO,17.06,5,39,8.0
2015,1,TIERRA DEL FUEGO,74.23,5,33,730.0
2015,1,TUCUMÁN,35.08,5,138,92.0
2014,4,BUENOS AIRES,56.09,4,3,15.0
2014,4,CAPITAL FEDERAL,114.9,4,1,12.0
2014,4,CATAMARCA,25.51,4,25,21.0
2014,4,CHACO,21.87,4,66,37.0
2014,4,CHUBUT,40.25,4,67,2.0
2014,4,CÓRDOBA,54.7,4,590,319.0
2014,4,CORRIENTES,23.56,4,66,54.0
2014,4,ENTRE RÍOS,36.03,4,141,246.0
2014,4,FORMOSA,17.96,4,26,51.0
2014,4,JUJUY,19.6,4,36,3.0
2014,4,LA PAMPA,51.27,4,57,567.0
2014,4,LA RIOJA,17.01,4,16,23.0
2014,4,MENDOZA,32.64,4,168,2.0
2014,4,MISIONES,24.16,4,77,7.0
2014,4,NEUQUÉN,52.55,4,93,2.0
2014,4,RÍO NEGRO,45.48,4,95,1.0
2014,4,SALTA,29.53,4,94,26.0
2014,4,SAN JUAN,28.04,4,51,729.0
2014,4,SAN LUIS,9.79,4,13,359.0
2014,4,SANTA CRUZ,27.8,4,25,436.0
2014,4,SANTA FE,50.0,4,528,938.0
2014,4,SANTIAGO DEL ESTERO,17.27,4,39,9.0
2014,4,TIERRA DEL FUEGO,66.14,4,28,741.0
2014,4,TUCUMÁN,35.32,4,137,95.0
2014,3,BUENOS AIRES,56.75,3,3,14.0
2014,3,CAPITAL FEDERAL,113.8,3,1,11.0
2014,3,CATAMARCA,24.71,3,25,21.0
2014,3,CHACO,21.11,3,64,36.0
2014,3,CHUBUT,40.6,3,67,2.0
2014,3,CÓRDOBA,54.23,3,585,200.0
2014,3,CORRIENTES,22.79,3,64,33.0
2014,3,ENTRE RÍOS,34.98,3,137,115.0
2014,3,FORMOSA,17.77,3,26,64.0
2014,3,JUJUY,18.37,3,34,2.0
2014,3,LA PAMPA,55.78,3,62,564.0
2014,3,LA RIOJA,16.51,3,16,23.0
2014,3,MENDOZA,32.31,3,166,2.0
2014,3,MISIONES,23.57,3,75,0.0
2014,3,NEUQUÉN,56.4,3,100,2.0
2014,3,RÍO NEGRO,46.2,3,97,1.0
2014,3,SALTA,29.22,3,93,25.0
2014,3,SAN JUAN,27.85,3,51,748.0
2014,3,SAN LUIS,9.71,3,13,363.0
2014,3,SANTA CRUZ,28.23,3,26,446.0
2014,3,SANTA FE,49.2,3,520,691.0
2014,3,SANTIAGO DEL ESTERO,16.49,3,38,9.0
2014,3,TIERRA DEL FUEGO,65.69,3,28,755.0
2014,3,TUCUMÁN,33.94,3,132,88.0
2014,2,BUENOS AIRES,55.06,2,3,14.0
2014,2,CAPITAL FEDERAL,113.14,2,1,11.0
2014,2,CATAMARCA,24.7,2,25,23.0
2014,2,CHACO,20.96,2,63,36.0
2014,2,CHUBUT,41.41,2,69,2.0
2014,2,CÓRDOBA,53.45,2,577,205.0
2014,2,CORRIENTES,22.58,2,63,33.0
2014,2,ENTRE RÍOS,34.69,2,135,115.0
2014,2,FORMOSA,17.54,2,26,65.0
2014,2,JUJUY,18.71,2,34,2.0
2014,2,LA PAMPA,49.71,2,55,580.0
2014,2,LA RIOJA,16.5,2,16,23.0
2014,2,MENDOZA,32.1,2,165,2.0
2014,2,MISIONES,23.37,2,75,0.0
2014,2,NEUQUÉN,50.84,2,90,2.0
2014,2,RÍO NEGRO,45.33,2,95,1.0
2014,2,SALTA,28.91,2,92,25.0
2014,2,SAN JUAN,27.78,2,51,755.0
2014,2,SAN LUIS,9.72,2,13,364.0
2014,2,SANTA CRUZ,29.38,2,27,459.0
2014,2,SANTA FE,48.39,2,512,605.0
2014,2,SANTIAGO DEL ESTERO,16.7,2,38,9.0
2014,2,TIERRA DEL FUEGO,64.36,2,27,766.0
2014,2,TUCUMÁN,33.94,2,132,88.0
2014,1,BUENOS AIRES,54.57,1,3,14.0
2014,1,CAPITAL FEDERAL,112.25,1,1,11.0
2014,1,CATAMARCA,24.25,1,24,23.0
2014,1,CHACO,20.72,1,63,36.0
2014,1,CHUBUT,41.24,1,68,2.0
2014,1,CÓRDOBA,52.52,1,567,205.0
2014,1,CORRIENTES,22.32,1,62,33.0
2014,1,ENTRE RÍOS,34.37,1,134,115.0
2014,1,FORMOSA,17.42,1,25,87.0
2014,1,JUJUY,18.42,1,34,2.0
2014,1,LA PAMPA,48.43,1,54,592.0
2014,1,LA RIOJA,16.29,1,16,23.0
2014,1,MENDOZA,31.91,1,164,2.0
2014,1,MISIONES,23.14,1,74,0.0
2014,1,NEUQUÉN,49.79,1,88,2.0
2014,1,RÍO NEGRO,44.91,1,94,1.0
2014,1,SALTA,28.7,1,91,25.0
2014,1,SAN JUAN,27.6,1,51,755.0
2014,1,SAN LUIS,9.35,1,12,364.0
2014,1,SANTA CRUZ,28.94,1,26,460.0
2014,1,SANTA FE,47.85,1,506,612.0
2014,1,SANTIAGO DEL ESTERO,16.31,1,37,9.0
2014,1,TIERRA DEL FUEGO,63.97,1,27,766.0
2014,1,TUCUMÁN,33.42,1,130,88.0
